"source" "journal" "statcheck_journal" "year_published" "date_received" "period" "nr_nhst" "nr_errors" "nr_dec_errors" "perc_errors" "perc_dec_errors"
"Reexamining adaptation and the set point model of happiness  Reactions to c...  EBSCOhost" "JPSP" 0 2003 2001-09-24 0 29 0 0 0 0
"Reflecting on God" "PS" 1 2010 2009-10-16 0 16 4 3 25 18.75
"Regulating partners in intimate relationships  The costs and benefits of di...  EBSCOhost" "JPSP" 0 2009 2007-10-04 0 14 0 0 0 0
"Regulation processes in intimate relationships  The role of ideal standards  EBSCOhost" "JPSP" 0 2006 2006-01-23 0 5 0 0 0 0
"Regulatory Fit and Persuasion  Transfer From 'Feeling Right.'  EBSCOhost" "JPSP" 0 2004 2002-02-11 0 48 3 0 6.25 0
"Regulatory fit as input for stop rules  EBSCOhost" "JPSP" 0 2006 2005-06-17 0 49 0 0 0 0
"Reinstating the Frontal Lobes  Having More Time to Think Improves Implicit Perceptual Categorization" "PS" 1 2013 2012-03-06 0 4 0 0 0 0
"Rejection Sensitivity and the Defensive Motivational System  Insights From the Startle Response to Rejection Cues" "PS" 1 2004 2003-07-24 0 9 0 0 0 0
"Relating emotional abilities to social functioning  A comparison of self-re...  EBSCOhost" "JPSP" 0 2006 2005-03-11 0 19 0 0 0 0
"Relating trait self-control and forgiveness within prosocials and proselfs ...  EBSCOhost" "JPSP" 0 2011 2010-06-01 0 29 8 0 27.59 0
"Relational and Arelational Confidence Intervals" "PS" 1 2005 2004-05-24 0 2 0 0 0 0
"Relational Mobility Explains Between- and Within-Culture Differences in Self-Disclosure to Close Friends" "PS" 1 2010 2009-06-04 0 7 1 0 14.29 0
"Relational Utility as a Moderator of Guilt in Social Interactions  EBSCOhost" "JPSP" 0 2013 2013-04-04 0 21 1 0 4.76 0
"Relations Between Implicit Measures of Prejudice" "PS" 1 2003 2002-07-23 0 6 1 0 16.67 0
"Relations between perceptual and conceptual scope  How global versus local ...  EBSCOhost" "JEPG" 0 2009 2008-03-04 0 110 26 2 23.64 1.82
"Relationship-contingent self-esteem and the ups and downs of romantic relat...  EBSCOhost" "JPSP" 0 2008 2007-07-05 0 18 0 0 0 0
"Relationship-specific identification and spontaneous relationship maintenan...  EBSCOhost" "JPSP" 0 2011 2010-10-23 0 29 1 0 3.45 0
"Relationship between coping styles and perceptual asymmetry  EBSCOhost" "JPSP" 0 2003 2001-08-06 0 19 0 0 0 0
"Relationship influences on exploration in adulthood  The characteristics an...  EBSCOhost" "JPSP" 0 2010 2008-06-03 0 13 2 0 15.38 0
"Relationship perceptions and persistence  Do fluctuations in perceived part...  EBSCOhost" "JPSP" 0 2006 2005-11-22 0 58 10 0 17.24 0
"Relationships Between Intergroup Contact and Prejudice Among Minority and Majority Status Groups" "PS" 1 2005 2004-09-13 0 6 0 0 0 0
"Relationships between personality structure, structure of word meaning, and...  EBSCOhost" "JPSP" 0 2003 2002-05-31 0 8 0 0 0 0
"Relative versus absolute measures of explicit attitudes  Implications for p...  EBSCOhost" "JPSP" 0 2007 2006-10-25 0 28 2 0 7.14 0
"Relatively fast! Efficiency advantages of comparative thinking  EBSCOhost" "JEPG" 0 2009 2007-07-03 0 30 11 2 36.67 6.67
"Relearning Attenuates the Benefits and Costs of Spacing  EBSCOhost" "JEPG" 0 2012 2012-04-19 0 37 1 0 2.7 0
"Relevance Override  On the Reduced Impact of 'Cues' Under High-Motivation C...  EBSCOhost" "JPSP" 0 2004 2003-01-09 0 63 40 1 63.49 1.59
"Religion and Support for Suicide Attacks" "PS" 1 2009 2008-04-20 0 1 0 0 0 0
"Religion Replenishes Self-Control" "PS" 1 2012 2011-07-04 0 5 0 0 0 0
"Remembering a Location Makes the Eyes Curve Away" "PS" 1 2005 2004-02-13 0 4 2 2 50 50
"Remembering by the Seat of Your Pants" "PS" 1 2005 2004-06-25 0 1 0 0 0 0
"Remembering historical victimization  Collective guilt for current ingroup ...  EBSCOhost" "JPSP" 0 2008 2007-03-26 0 82 31 0 37.8 0
"Remembering to Forget" "PS" 1 2010 2009-06-15 0 8 1 1 12.5 12.5
"Remembrances of Times East" "PS" 1 2010 2010-04-25 0 5 1 0 20 0
"Reminders of Secular Authority Reduce Believers’ Distrust of Atheists" "PS" 1 2012 2011-06-11 0 10 0 0 0 0
"Removing the Frontal Lobes" "PS" 1 2010 2009-02-17 0 5 0 0 0 0
"Reorientation and Landmark-Guided Search by Young Children" "PS" 1 2006 2005-02-21 0 18 0 0 0 0
"Reorienting When Cues Conflict" "PS" 1 2008 2007-10-31 0 15 1 0 6.67 0
"Replicability and 40-year predictive power of childhood ARC types  EBSCOhost" "JPSP" 0 2011 2009-10-08 0 2 1 0 50 0
"Representational Constraints on Children's Suggestibility" "PS" 1 2007 2006-03-28 0 5 0 0 0 0
"Representations of the self in the near and distant future  EBSCOhost" "JPSP" 0 2008 2007-05-17 0 23 0 0 0 0
"Representing causation  EBSCOhost" "JEPG" 0 2007 2005-10-17 0 58 3 0 5.17 0
"Representing exact number visually using mental abacus  EBSCOhost" "JEPG" 0 2012 2011-04-12 0 3 0 0 0 0
"Repulsed by violence  Disgust sensitivity buffers trait, behavioral, and da...  EBSCOhost" "JPSP" 0 2012 2010-06-02 0 50 19 0 38 0
"Research in the High-Stakes Era" "PS" 1 2005 2004-09-23 0 9 6 0 66.67 0
"Residential mobility breeds familiarity-seeking  EBSCOhost" "JPSP" 0 2012 2010-05-02 0 40 0 0 0 0
"Residential mobility, self-concept, and positive affect in social interacti...  EBSCOhost" "JPSP" 0 2007 2006-07-13 0 6 1 0 16.67 0
"Residential mobility, well-being, and mortality  EBSCOhost" "JPSP" 0 2010 2009-01-26 0 27 0 0 0 0
"Resilience to Loss in Bereaved Spouses, Bereaved Parents, and Bereaved Gay ...  EBSCOhost" "JPSP" 0 2005 2004-03-01 0 9 3 1 33.33 11.11
"Resilient Individuals Use Positive Emotions to Bounce Back From Negative Em...  EBSCOhost" "JPSP" 0 2004 2002-03-01 0 13 2 1 15.38 7.69
"Resisting persuasion by the skin of one's teeth  The hidden success of resi...  EBSCOhost" "JPSP" 0 2006 2005-05-31 0 46 1 0 2.17 0
"Resolving Visual Interference During Covert Spatial Orienting  Online Atten...  EBSCOhost" "JEPG" 0 2005 2003-09-12 0 2 0 0 0 0
"Resource loss, resource gain, and emotional outcomes among inner city women  EBSCOhost" "JPSP" 0 2003 2001-11-02 0 9 6 0 66.67 0
"Resource Slack and Propensity to Discount Delayed Investments of Time Versu...  EBSCOhost" "JEPG" 0 2005 2003-09-04 0 50 5 0 10 0
"Response Variability in Attention-Deficit Disorders" "PS" 1 2007 2006-09-25 0 1 1 0 100 0
"Responses to interpersonal transgressions in families  Forgivingness, forgi...  EBSCOhost" "JPSP" 0 2005 2004-03-02 0 2 0 0 0 0
"Restoration process of the need for autonomy  The early alarm stage  EBSCOhost" "JPSP" 0 2011 2010-08-16 0 22 3 1 13.64 4.55
"Restricted Emigration, System Inescapability, and Defense of the Status Quo" "PS" 1 2010 2009-07-29 0 22 0 0 0 0
"Retaliation as a response to procedural unfairness  A self-regulatory appro...  EBSCOhost" "JPSP" 0 2008 2007-11-19 0 22 3 0 13.64 0
"Rethinking Speed Theories of Cognitive Development" "PS" 1 2006 2004-11-04 0 14 1 0 7.14 0
"Rethinking stress  The role of mindsets in determining the stress response  EBSCOhost" "JPSP" 0 2013 2011-09-06 0 19 8 2 42.11 10.53
"Retraining attitudes and stereotypes to affect motivation and cognitive cap...  EBSCOhost" "JPSP" 0 2010 2009-10-30 0 44 13 4 29.55 9.09
"Retraining Automatic Action Tendencies Changes Alcoholic Patients’ Approach Bias for Alcohol and Improves Treatment Outcome" "PS" 1 2011 2010-05-25 0 27 1 0 3.7 0
"Retrieval-Induced Forgetting Predicts Failure to Recall Negative Autobiographical Memories" "PS" 1 2012 2012-01-24 0 13 0 0 0 0
"Retrospection in social dilemmas  How thinking about the past affects futur...  EBSCOhost" "JPSP" 0 2003 2001-12-18 0 4 2 0 50 0
"Retrospective Revaluation in Sequential Decision Making  A Tale of Two Syst...  EBSCOhost" "JEPG" 0 2012 2012-03-07 0 11 1 0 9.09 0
"Reversibility of the Other-Race Effect in Face Recognition During Childhood" "PS" 1 2005 2003-10-27 0 4 1 1 25 25
"Reward Counteracts Conflict Adaptation" "PS" 1 2009 2009-03-02 0 7 1 1 14.29 14.29
"Rewriting the Self-Fulfilling Prophecy of Social Rejection" "PS" 1 2011 2011-04-07 0 9 5 0 55.56 0
"Rhythms of Research" "PS" 1 2007 NA NA 2 0 0 0 0
"Riding Other People’s Coattails" "PS" 1 2013 2012-06-23 0 10 0 0 0 0
"Right Dorsolateral Prefrontal Cortical Activity and Behavioral Inhibition" "PS" 1 2009 2008-10-18 0 3 1 0 33.33 0
"Right Orbitofrontal Cortex Mediates Conscious Olfactory Perception" "PS" 1 2010 2009-10-22 0 3 2 0 66.67 0
"Rising Stars and Sinking Ships" "PS" 1 2013 2012-02-17 0 20 5 2 25 10
"Rituals Alleviate Grieving for Loved Ones, Lovers, and Lotteries  EBSCOhost" "JEPG" 0 2013 2012-05-02 0 23 2 0 8.7 0
"Rituals Enhance Consumption" "PS" 1 2013 2012-09-06 0 23 0 0 0 0
"Rocking to the beat  Effects of music and partner's movements on spontaneou...  EBSCOhost" "JEPG" 0 2012 2011-01-21 0 25 1 0 4 0
"Role of Attention and Perceptual Grouping in Visual Statistical Learning" "PS" 1 2004 NA NA 38 1 0 2.63 0
"Role of Perceived Importance in Intergroup Contact  EBSCOhost" "JPSP" 0 2004 2003-02-12 0 18 4 2 22.22 11.11
"Role Rigidity  A Problem of Identity Misclassification   EBSCOhost" "JPSP" 0 2005 2004-10-12 0 29 1 0 3.45 0
"Romantic involvement often reduces men's testosterone levels--but not alway...  EBSCOhost" "JPSP" 0 2006 2004-09-10 0 24 14 4 58.33 16.67
"Romantic red  Red enhances men's attraction to women  EBSCOhost" "JPSP" 0 2008 2007-09-25 0 25 0 0 0 0
"Round Numbers as Goals" "PS" 1 2011 2010-05-07 0 12 2 0 16.67 0
"Routine and the Perception of Time  EBSCOhost" "JEPG" 0 2003 2002-04-04 0 22 1 0 4.55 0
"Rules or Consequences  The Role of Ethical Mind-Sets in Moral Dynamics" "PS" 1 2013 2012-01-10 0 25 4 0 16 0
"Rumination, emotion, and forgiveness  Three longitudinal studies  EBSCOhost" "JPSP" 0 2007 2005-10-14 0 9 0 0 0 0
"Running on Empty" "PS" 1 2007 2006-10-03 0 1 0 0 0 0
"Safely testing the alarm  Close others' responses to personal positive even...  EBSCOhost" "JPSP" 0 2012 2011-06-14 0 9 0 0 0 0
"Salient Intergroup Ideology and Intergroup Interaction" "PS" 1 2009 2008-07-31 0 26 0 0 0 0
"Satiated with belongingness  Effects of acceptance, rejection, and task fra...  EBSCOhost" "JPSP" 0 2008 2007-12-02 0 34 6 0 17.65 0
"Satisfaction Guaranteed" "PS" 1 2006 2006-04-13 0 5 0 0 0 0
"Saved by a Log" "PS" 1 2012 2011-09-12 0 3 1 0 33.33 0
"Saving the Last for Best" "PS" 1 2012 2011-07-19 0 4 1 0 25 0
"Savoring Versus Dampening  Self-Esteem Differences in Regulating Positive A...  EBSCOhost" "JPSP" 0 2003 2002-08-19 0 34 1 0 2.94 0
"Saying sorry  Shifting obligation after conciliatory acts satisfies perpetr...  EBSCOhost" "JPSP" 0 2013 2012-05-08 0 3 0 0 0 0
"Scaling of Theory-of-Mind Understandings in Chinese Children" "PS" 1 2006 2005-11-11 0 6 0 0 0 0
"Scene Consistency in Object and Background Perception" "PS" 1 2004 2003-06-09 0 16 1 0 6.25 0
"Scene Memory Is More Detailed Than You Think" "PS" 1 2010 2010-04-05 0 8 0 0 0 0
"Scent of a Woman" "PS" 1 2010 2009-02-20 0 18 1 0 5.56 0
"Schema-Driven Construction of Future Autobiographical Traumatic Events  The...  EBSCOhost" "JEPG" 0 2013 2012-10-22 0 1 0 0 0 0
"Schematic Influences on Category Learning and Recognition Memory  EBSCOhost" "JEPG" 0 2004 2003-04-01 0 16 0 0 0 0
"School Violence and the Culture of Honor" "PS" 1 2009 2009-02-09 0 6 1 0 16.67 0
"Scope of linguistic influence  Does a classifier system alter object concep...  EBSCOhost" "JEPG" 0 2007 2006-04-13 0 78 4 1 5.13 1.28
"Sealing the Emotions Genie" "PS" 1 2010 2009-08-06 0 11 1 0 9.09 0
"Search in External and Internal Spaces" "PS" 1 2008 2007-08-10 0 10 0 0 0 0
"Searching for and finding meaning in collective trauma  Results from a nati...  EBSCOhost" "JPSP" 0 2008 2007-08-23 0 6 0 0 0 0
"Searching for Life Motion Signals" "PS" 1 2010 2009-08-11 0 15 1 1 6.67 6.67
"Searching Night and Day" "PS" 1 2003 2001-12-07 0 9 1 0 11.11 0
"Secondary transfer effects of intergroup contact  Alternative accounts and ...  EBSCOhost" "JPSP" 0 2010 2009-05-01 0 25 5 0 20 0
"Secret Agents" "PS" 1 2005 2004-09-15 0 7 1 1 14.29 14.29
"Secure and Defensive High Self-Esteem  EBSCOhost" "JPSP" 0 2003 2002-03-21 0 20 2 0 10 0
"See What You Think" "PS" 1 2012 2011-05-04 0 20 2 0 10 0
"See what you want to see  Motivational influences on visual perception  EBSCOhost" "JPSP" 0 2006 2005-07-15 0 21 2 0 9.52 0
"Seeing a Haptically Explored Face" "PS" 1 2013 2012-10-01 0 11 0 0 0 0
"Seeing Black  Race, Crime, and Visual Processing  EBSCOhost" "JPSP" 0 2004 2003-07-10 0 32 2 1 6.25 3.12
"Seeing failure in your life  Imagery perspective determines whether self-es...  EBSCOhost" "JPSP" 0 2011 2010-09-22 0 46 0 0 0 0
"Seeing I to I  A Pathway to Interpersonal Connectedness  EBSCOhost" "JPSP" 0 2006 2004-07-24 0 30 2 0 6.67 0
"Seeing in 3-D With Just One Eye" "PS" 1 2013 2012-06-19 0 10 0 0 0 0
"Seeing isn't believing  The effect of intergroup exposure on children's ess...  EBSCOhost" "JPSP" 0 2011 2010-08-02 0 54 2 0 3.7 0
"Seeing meaning in action  A bidirectional link between visual perspective a...  EBSCOhost" "JEPG" 0 2009 2007-12-05 0 22 2 0 9.09 0
"Seeing race and seeming racist  Evaluating strategic colorblindness in soci...  EBSCOhost" "JPSP" 0 2008 2007-08-24 0 60 5 0 8.33 0
"Seeing the forest when entry is unlikely  Probability and the mental repres...  EBSCOhost" "JEPG" 0 2006 2006-02-14 0 18 0 0 0 0
"Seeing the Mind Behind the Art" "PS" 1 2011 2010-08-24 0 10 4 0 40 0
"Seeking Congruity Between Goals and Roles" "PS" 1 2010 2009-10-02 0 9 0 0 0 0
"Seeking conversion versus advocating tolerance in the pursuit of social cha...  EBSCOhost" "JPSP" 0 2009 2008-04-28 0 65 6 0 9.23 0
"Seeking Pleasure and Seeking Pain  Differences in Prohedonic and Contra-Hedonic Motivation From Adolescence to Old Age" "PS" 1 2009 2009-01-29 0 2 2 0 100 0
"Seeking security or growth  A regulatory focus perspective on motivations i...  EBSCOhost" "JPSP" 0 2011 2010-08-30 0 44 4 1 9.09 2.27
"Seeking self-evaulative feedback  The interactive role of global self-estee...  EBSCOhost" "JPSP" 0 2003 2001-08-09 0 29 2 0 6.9 0
"Segmentation in reading and film comprehension  EBSCOhost" "JEPG" 0 2009 2008-04-28 0 34 5 0 14.71 0
"Selective Attention and Perceptual Load in Autism Spectrum Disorder" "PS" 1 2009 2008-11-25 0 16 4 0 25 0
"Selective Attention Determines Emotional Responses to Novel Visual Stimuli" "PS" 1 2003 2002-07-18 0 13 0 0 0 0
"Selective attention improves under stress  Implications for theories of soc...  EBSCOhost" "JPSP" 0 2003 2002-08-16 0 29 5 1 17.24 3.45
"Selective Attention Warps Spatial Representation" "PS" 1 2011 2011-03-17 0 2 1 0 50 0
"Selective exposure and information quantity  How different information quan...  EBSCOhost" "JPSP" 0 2008 2006-03-02 0 35 4 0 11.43 0
"Selective Stopping  Maybe Not  EBSCOhost" "JEPG" 0 2013 2012-11-04 0 24 0 0 0 0
"Selective Versus Unselective Romantic Desire  Not All Reciprocity Is Created Equal" "PS" 1 2007 2006-06-15 0 1 0 0 0 0
"Selective Visual Attention and Motivation" "PS" 1 2009 2008-08-12 0 19 4 0 21.05 0
"Self-affirmation and self-control  Affirming core values counteracts ego de...  EBSCOhost" "JPSP" 0 2009 2008-04-24 0 27 2 0 7.41 0
"Self-affirmation can enable goal disengagement  EBSCOhost" "JPSP" 0 2013 2011-02-14 0 80 1 0 1.25 0
"Self-Affirmation Enhances Attentional Bias Toward Threatening Components of a Persuasive Message" "PS" 1 2009 2008-10-01 0 1 0 0 0 0
"Self-centered social exchange  Differential use of costs versus benefits in...  EBSCOhost" "JPSP" 0 2009 2008-06-10 0 44 3 0 6.82 0
"Self-compassion and reactions to unpleasant self-relevant events  The impli...  EBSCOhost" "JPSP" 0 2007 2006-08-16 0 30 7 1 23.33 3.33
"Self-compassion and relationship maintenance  The moderating roles of consc...  EBSCOhost" "JPSP" 0 2011 2009-12-16 0 26 1 0 3.85 0
"Self-Construal Priming Modulates Neural Substrates of Self-Awareness" "PS" 1 2007 2006-12-14 0 14 3 0 21.43 0
"Self-control in action  Implicit dispositions toward goals and away from te...  EBSCOhost" "JPSP" 0 2006 2005-02-16 0 25 4 2 16 8
"Self-control relies on glucose as a limited energy source  Willpower is mor...  EBSCOhost" "JPSP" 0 2007 2006-02-02 0 22 3 3 13.64 13.64
"Self-Control Without a “Self” " "PS" 1 2010 2009-07-31 0 6 0 0 0 0
"Self-critical perfectionism and daily affect  Dispositional and situational...  EBSCOhost" "JPSP" 0 2003 2000-12-19 0 12 0 0 0 0
"Self-determination and conflict in romantic relationships  EBSCOhost" "JPSP" 0 2005 2004-04-09 0 28 1 0 3.57 0
"Self-determination, self-regulation, and the brain  Autonomy improves perfo...  EBSCOhost" "JPSP" 0 2013 2012-03-01 0 40 7 0 17.5 0
"Self-Discipline Outdoes IQ in Predicting Academic Performance of Adolescents" "PS" 1 2005 2004-10-20 0 2 0 0 0 0
"Self-Enhancement Among High-Exposure Survivors of the September 11th Terror...  EBSCOhost" "JPSP" 0 2005 2004-06-29 0 6 0 0 0 0
"Self-Esteem and Favoritism Toward Novel In-Groups  The Self as an Evaluativ...  EBSCOhost" "JPSP" 0 2005 2004-03-09 0 68 21 2 30.88 2.94
"Self-esteem and memory  EBSCOhost" "JPSP" 0 2003 2001-11-24 0 23 5 0 21.74 0
"Self-esteem and organization of valenced information about others  The 'Jek...  EBSCOhost" "JPSP" 0 2006 2004-04-17 0 7 0 0 0 0
"Self-esteem development from age 14 to 30 years  A longitudinal study  EBSCOhost" "JPSP" 0 2011 2011-01-04 0 7 0 0 0 0
"Self-esteem moderates neuroendocrine and psychological responses to interpe...  EBSCOhost" "JPSP" 0 2010 2008-08-13 0 7 3 0 42.86 0
"Self-esteem reactions to social interactions  Evidence for sociometer mecha...  EBSCOhost" "JPSP" 0 2008 2007-07-09 0 1 0 0 0 0
"Self-esteem, academic self-concept, and achievement  How the learning envir...  EBSCOhost" "JPSP" 0 2006 2003-05-27 0 16 0 0 0 0
"Self-expansion and flow in couples' momentary experiences  An experience sa...  EBSCOhost" "JPSP" 0 2008 2006-08-05 0 15 5 0 33.33 0
"Self-focused attention and emotional reactivity  The role of culture  EBSCOhost" "JPSP" 0 2010 2008-05-19 0 29 2 0 6.9 0
"Self-Fulfilling Prophecies" "PS" 1 2004 2003-10-09 0 1 0 0 0 0
"Self-fulfilling prophecy effects of mothers' beliefs on children's alcohol ...  EBSCOhost" "JPSP" 0 2006 2005-06-14 0 3 0 0 0 0
"Self-generated persuasion  Effects of the target and direction of arguments  EBSCOhost" "JPSP" 0 2012 2010-01-23 0 48 8 0 16.67 0
"Self-handicapping, excuse making, and counterfactual thinking  Consequences...  EBSCOhost" "JPSP" 0 2008 2007-03-16 0 44 1 0 2.27 0
"Self-Induced Attentional Blink" "PS" 1 2013 2013-02-10 0 9 2 0 22.22 0
"Self-Interest Without Selfishness" "PS" 1 2012 2011-07-26 0 18 0 0 0 0
"Self-Monitoring Without Awareness  Using Mimicry as a Nonconscious Affiliat...  EBSCOhost" "JPSP" 0 2003 2002-12-13 0 8 0 0 0 0
"Self-presentational persona  Simultaneous management of multiple impression...  EBSCOhost" "JPSP" 0 2011 2009-06-26 0 3 0 0 0 0
"Self-protective biases in group categorization  Threat cues shape the psych...  EBSCOhost" "JPSP" 0 2010 2008-12-11 0 39 5 0 12.82 0
"Self-Reference During Explicit Memory Retrieval" "PS" 1 2007 2006-07-21 0 8 1 0 12.5 0
"Self-Regulating the Effortful “Social Dos”  EBSCOhost" "JPSP" 0 2013 2012-09-17 0 67 18 0 26.87 0
"Self-regulation and extended now  Controlling the self alters the subjectiv...  EBSCOhost" "JPSP" 0 2003 2002-03-01 0 43 5 2 11.63 4.65
"Self-regulation and selective exposure  The impact of depleted self-regulat...  EBSCOhost" "JPSP" 0 2008 2006-04-04 0 29 2 0 6.9 0
"Self-Regulation and Self-Presentation  Regulatory Resource Depletion Impair...  EBSCOhost" "JPSP" 0 2005 2003-12-04 0 68 11 2 16.18 2.94
"Self-Regulation of Priming Effects on Behavior" "PS" 1 2011 2010-11-04 0 23 1 1 4.35 4.35
"Self-Regulatory Depletion Enhances Neural Responses to Rewards and Impairs Top-Down Control" "PS" 1 2013 2012-12-20 0 13 0 0 0 0
